Reaction ID	Reaction: Links to Reaxys	Data Count	Number of Reaction Details	Reaction Rank	Record Type	Reactant	Product	Bin	Reaction	
47466080	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D47466080&database=RX&origin=ReaxysOutput&ln=	(1473 of 5000)	4	90	full reaction; has preparation	4-bromodibenzofuran; 2-carbomethoxyaniline	methyl 2-(dibenzo[b,d]furan-4-ylamino)benzoate	285285	BrC1=CC=CC2=C1OC1=CC=CC=C21.COC(=O)C1=CC=CC=C1N>>COC(=O)C1=CC=CC=C1NC1=CC=CC2=C1OC1=C2C=CC=C1	
47635794	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D47635794&database=RX&origin=ReaxysOutput&ln=	(1474 of 5000)	1	90	full reaction; has preparation	4-[2-(diethylamino)ethoxy]aniline; 2-chloro-4,6-bis(4-methoxyphenyl)pyrimidine	N-(4-(2-(diethylamino)ethoxy)phenyl)-4,6-bis(4-methoxyphenyl)pyrimidin-2-amine	279273	CCN(CC)CCOC1=CC=C(N)C=C1.COC1=CC=C(C=C1)C1=CC(=NC(Cl)=N1)C1=CC=C(OC)C=C1>>CCN(CC)CCOC1=CC=C(NC2=NC(=CC(=N2)C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1	
47715834	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D47715834&database=RX&origin=ReaxysOutput&ln=	(1475 of 5000)	1	90	full reaction; has preparation	4-(3-Aminopropyl)morpholine; (E)-4-((6-chloro-4-(4-(2-cyanovinyl)-2,6-dimethylphenoxy)pyridin-2-yl)amino)benzonitrile	(E)-4-((4-(4-(2-cyanovinyl)-2,6-dimethylphenoxy)-6-((3-morpholinopropyl)amino)pyridin-2-yl)amino)benzonitrile	279365	NCCCN1CCOCC1.CC1=CC(\C=C\C#N)=CC(C)=C1OC1=CC(NC2=CC=C(C=C2)C#N)=NC(Cl)=C1>>CC1=CC(\C=C\C#N)=CC(C)=C1OC1=CC(NC2=CC=C(C=C2)C#N)=NC(NCCCN2CCOCC2)=C1	
47715856	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D47715856&database=RX&origin=ReaxysOutput&ln=	(1476 of 5000)	1	90	full reaction; has preparation	4-((2,6-dichloropyridin-4-yl)oxy)-3,5-dimethylbenzaldehyde; 4-Aminobenzonitrile	4-((6-chloro-4-(4-formyl-2,6-dimethylphenoxy)pyridin-2-yl)amino)benzonitrile	282409	CC1=CC(C=O)=CC(C)=C1OC1=CC(Cl)=NC(Cl)=C1.NC1=CC=C(C=C1)C#N>>CC1=CC(C=O)=CC(C)=C1OC1=CC(NC2=CC=C(C=C2)C#N)=NC(Cl)=C1	
47837487	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D47837487&database=RX&origin=ReaxysOutput&ln=	(1477 of 5000)	1	90	full reaction; has preparation	(R)-(4-amino-3-methoxyphenyl)(hexahydropyrrolo[1,2-a]pyrazin-2(1H)-yl)methanone; 2-chloro-4-ethoxy-7-tosyl-7H-pyrrolo-[2,3-d]-pyrimidine	(R)-(4-((4-ethoxy-7-tosyl-7H-pyrrolo-[2,3-d]-pyrimidin-2-yl)amino)-3-methoxyphenyl)(hexahydropyrrolo-[1,2-a]-pyrazin-2(1H)-yl)methanone	279274	[H][C@]12CCCN1CCN(C2)C(=O)C1=CC(OC)=C(N)C=C1.CCOC1=NC(Cl)=NC2=C1C=CN2S(=O)(=O)C1=CC=C(C)C=C1>>[H][C@]12CCCN1CCN(C2)C(=O)C1=CC(OC)=C(NC2=NC3=C(C=CN3S(=O)(=O)C3=CC=C(C)C=C3)C(OCC)=N2)C=C1	
48052385	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052385&database=RX&origin=ReaxysOutput&ln=	(1478 of 5000)	1	90	full reaction; has preparation	tert-butyl 3-(5-chloropyridin-3-yl)-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate; o-chloroaniline	tert-butyl 3-[5-(2-chloroanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	285423	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC(Cl)=CN=C1.NC1=C(Cl)C=CC=C1>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC(NC2=CC=CC=C2Cl)=CN=C1	
48052388	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052388&database=RX&origin=ReaxysOutput&ln=	(1479 of 5000)	1	90	full reaction; has preparation	tert-butyl 3-(5-chloropyridin-3-yl)-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate; 3,4-dichloroaniline	tert-butyl 3-[5-(3,4-dichloroanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	285423	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC(Cl)=CN=C1.NC1=CC=C(Cl)C(Cl)=C1>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC(NC2=CC=C(Cl)C(Cl)=C2)=CN=C1	
48052407	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052407&database=RX&origin=ReaxysOutput&ln=	(1480 of 5000)	1	90	full reaction; has preparation	C15H20BrN3O2; p-toluidine	tert-butyl 3-[6-(4-methylanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282409	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Br)N=C1.CC1=CC=C(N)C=C1>>CC1=CC=C(NC2=CC=C(C=N2)N2CC3CC(C2)N3C(=O)OC(C)(C)C)C=C1	
48052409	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052409&database=RX&origin=ReaxysOutput&ln=	(1481 of 5000)	1	90	full reaction; has preparation	C15H20BrN3O2; 4-Ethoxyaniline	tert-butyl 3-[6-(4-ethoxylanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282409	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Br)N=C1.CCOC1=CC=C(N)C=C1>>CCOC1=CC=C(NC2=CC=C(C=N2)N2CC3CC(C2)N3C(=O)OC(C)(C)C)C=C1	
48052415	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052415&database=RX&origin=ReaxysOutput&ln=	(1482 of 5000)	1	90	full reaction; has preparation	C15H20BrN3O2; o-chloroaniline	tert-butyl 3-[6-(2-chloroanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282409	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Br)N=C1.NC1=C(Cl)C=CC=C1>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(NC2=CC=CC=C2Cl)N=C1	
48052416	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052416&database=RX&origin=ReaxysOutput&ln=	(1483 of 5000)	1	90	full reaction; has preparation	C15H20BrN3O2; 3-chloro-aniline	tert-butyl 3-[6-(3-chloroanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282409	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Br)N=C1.NC1=CC=CC(Cl)=C1>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(NC2=CC=CC(Cl)=C2)N=C1	
48052418	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052418&database=RX&origin=ReaxysOutput&ln=	(1484 of 5000)	1	90	full reaction; has preparation	C15H20BrN3O2; 3,4-dichloroaniline	tert-butyl 3-[6-(3,4-dichloroanilino)pyridin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282409	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Br)N=C1.NC1=CC=C(Cl)C(Cl)=C1>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(NC2=CC=C(Cl)C(Cl)=C2)N=C1	
48052441	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48052441&database=RX&origin=ReaxysOutput&ln=	(1485 of 5000)	1	90	full reaction; has preparation	tert-butyl 3-(6-chloropyridazin-3-yl)-3,6-diazabicyclo[3.1.1]heptane-6-carbonate; 4-nitro-aniline	tert-butyl 3-[6-(4-nitroanilino)pyridazin-3-yl]-3,6-diazabicyclo[3.1.1]heptane-6-carboxylate	282429	CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=CC=C(Cl)N=N1.NC1=CC=C(C=C1)N(=O)=O>>CC(C)(C)OC(=O)N1C2CC1CN(C2)C1=NN=C(NC2=CC=C(C=C2)N(=O)=O)C=C1	
48206654	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48206654&database=RX&origin=ReaxysOutput&ln=	(1486 of 5000)	1	90	full reaction; has preparation	4-(4-methylpiperazin-1-yl)benzamide; C17H13ClN2O2	N-methyl-6-(2-(4-(4-methylpiperazin-1-yl)benzamido)pyridin-4-yloxy)-1-naphthamide	282391	CN1CCN(CC1)C1=CC=C(C=C1)C(N)=O.CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(Cl)=C3)=CC=C12>>CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(NC(=O)C4=CC=C(C=C4)N4CCN(C)CC4)=C3)=CC=C12	
48206655	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48206655&database=RX&origin=ReaxysOutput&ln=	(1487 of 5000)	1	90	full reaction; has preparation	C17H13ClN2O2; (4-morpholin-4-yl-phenyl)-amide	N-methyl-6-(2-(4-morpholinobenzamido)pyridin-4-yloxy)-1-naphthamide	282391	CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(Cl)=C3)=CC=C12.NC(=O)C1=CC=C(C=C1)N1CCOCC1>>CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(NC(=O)C4=CC=C(C=C4)N4CCOCC4)=C3)=CC=C12	
48206674	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48206674&database=RX&origin=ReaxysOutput&ln=	(1488 of 5000)	1	90	full reaction; has preparation	C17H13ClN2O2; C9H14N4OS	N-(4-(5-(methylcarbamoyl)naphthalen-2-yloxy)pyridin-2-yl)-2-(4-methylpiperazin-1-yl)thiazole-4-carboxamide	282391	CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(Cl)=C3)=CC=C12.CN1CCN(CC1)C1=NC(=CS1)C(N)=O>>CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(NC(=O)C4=CSC(=N4)N4CCN(C)CC4)=C3)=CC=C12	
48206733	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48206733&database=RX&origin=ReaxysOutput&ln=	(1489 of 5000)	1	90	full reaction; has preparation	C17H13ClN2O2; C22H27N3O2Si	1-(2-(tert-butyldiphenylsilyloxy)ethyl)-N-(4-(5-(methylcarbamoyl)naphthalen-2-yloxy)pyridin-2-yl)–pyrazole-4-carboxamide	282391	CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(Cl)=C3)=CC=C12.CC(C)(C)[Si](OCCN1C=C(C=N1)C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1>>CNC(=O)C1=C2C=CC(OC3=CC(NC(=O)C4=CN(CCO[Si](C5=CC=CC=C5)(C5=CC=CC=C5)C(C)(C)C)N=C4)=NC=C3)=CC2=CC=C1	
48206735	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48206735&database=RX&origin=ReaxysOutput&ln=	(1490 of 5000)	1	90	full reaction; has preparation	4-[2-(1-pyrrolidinyl)ethoxy]benzamide; C17H13ClN2O2	N-methyl-6-(2-(4-(2-(pyrrolidin-1-yl)ethoxy)benzamido)pyridin-4-yloxy)-1-naphthamide	282391	NC(=O)C1=CC=C(OCCN2CCCC2)C=C1.CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(Cl)=C3)=CC=C12>>CNC(=O)C1=CC=CC2=CC(OC3=CC=NC(NC(=O)C4=CC=C(OCCN5CCCC5)C=C4)=C3)=CC=C12	
49137888	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D49137888&database=RX&origin=ReaxysOutput&ln=	(1491 of 5000)	1	90	full reaction; has preparation	N-(4-(2-chloro-5-methylpyrimidin-4-yl)phenyl)acetamide; ethyl 7-(3-aminophenoxy)heptanoate	C28H34N4O4	279274	CC(=O)NC1=CC=C(C=C1)C1=NC(Cl)=NC=C1C.CCOC(=O)CCCCCCOC1=CC(N)=CC=C1>>CCOC(=O)CCCCCCOC1=CC(NC2=NC=C(C)C(=N2)C2=CC=C(NC(C)=O)C=C2)=CC=C1	
49138008	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D49138008&database=RX&origin=ReaxysOutput&ln=	(1492 of 5000)	1	90	full reaction; has preparation	4-(1-piperidino)aniline; N-[4-(2-chloropyrimidin-4-yl)phenyl]acetamide	N-(4-(2-((4-(piperidin-1-yl)phenyl)amino)pyrimidin-4-yl)phenyl)acetamide	279274	NC1=CC=C(C=C1)N1CCCCC1.CC(=O)NC1=CC=C(C=C1)C1=NC(Cl)=NC=C1>>CC(=O)NC1=CC=C(C=C1)C1=NC(NC2=CC=C(C=C2)N2CCCCC2)=NC=C1	
50187906	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50187906&database=RX&origin=ReaxysOutput&ln=	(1493 of 5000)	1	90	full reaction; has preparation	4-bromo-1-methoxyphenazine; aniline	4-phenylamino-1-methoxyphenazine	285278	COC1=CC=C(Br)C2=NC3=CC=CC=C3N=C12.NC1=CC=CC=C1>>COC1=CC=C(NC2=CC=CC=C2)C2=NC3=CC=CC=C3N=C12	
50239444	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50239444&database=RX&origin=ReaxysOutput&ln=	(1494 of 5000)	2	90	full reaction; has preparation	5-bromo-4-(5-nitrofuran-2-yl)pyrimidine; 1-amino-3-methylbenzene	C15H12N4O3	285409	BrC1=CN=CN=C1C1=CC=C(O1)N(=O)=O.CC1=CC=CC(N)=C1>>CC1=CC(NC2=C(N=CN=C2)C2=CC=C(O2)N(=O)=O)=CC=C1	
50239451	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50239451&database=RX&origin=ReaxysOutput&ln=	(1495 of 5000)	2	90	full reaction; has preparation	5-bromo-4-(5-nitrofuran-2-yl)pyrimidine; 3-nitro-aniline	C14H9N5O5	285409	BrC1=CN=CN=C1C1=CC=C(O1)N(=O)=O.NC1=CC=CC(=C1)N(=O)=O>>O=N(=O)C1=CC=C(O1)C1=C(NC2=CC=CC(=C2)N(=O)=O)C=NC=N1	
50252790	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50252790&database=RX&origin=ReaxysOutput&ln=	(1496 of 5000)	1	90	full reaction; has preparation	11-(4-chlorophenyl)tricyclo[6.3.1.02,7]dodeca-2,4,6,9-tetraene; para-fluorobenzylamine	4-((5R,6S,9S)-6,9-dihydro-5H-5,9-methanobenzo[7]annulen-6-yl)-N-(4-fluorobenzyl)aniline	278770	[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(Cl)C=C1)C1=CC=CC=C21.NCC1=CC=C(F)C=C1>>[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(NCC3=CC=C(F)C=C3)C=C1)C1=CC=CC=C21	
50252791	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50252791&database=RX&origin=ReaxysOutput&ln=	(1497 of 5000)	1	90	full reaction; has preparation	11-(4-chlorophenyl)tricyclo[6.3.1.02,7]dodeca-2,4,6,9-tetraene; benzylamine	N-benzyl-4-((5R,6S,9S)-6,9-dihydro-5H-5,9-methanobenzo[7]annulen-6-yl)aniline	278770	[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(Cl)C=C1)C1=CC=CC=C21.NCC1=CC=CC=C1>>[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(NCC3=CC=CC=C3)C=C1)C1=CC=CC=C21	
50252794	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50252794&database=RX&origin=ReaxysOutput&ln=	(1498 of 5000)	1	90	full reaction; has preparation	2-Aminomethylthiophene; 11-(4-chlorophenyl)tricyclo[6.3.1.02,7]dodeca-2,4,6,9-tetraene	4-((5R,6S,9S)-6,9-dihydro-5H-5,9-methanobenzo[7]annulen-6-yl)-N-(thien-2-ylmethyl)aniline	278805	NCC1=CC=CS1.[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(Cl)C=C1)C1=CC=CC=C21>>[H][C@]12C[C@]([H])([C@H](C=C1)C1=CC=C(NCC3=CC=CS3)C=C1)C1=CC=CC=C21	
50263865	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50263865&database=RX&origin=ReaxysOutput&ln=	(1499 of 5000)	1	90	full reaction; has preparation	2 chloro-3-methylpyridine; 3-METHOXYBENZYLAMINE	N-(3-methoxybenzyl)-3-methylpyridin-2-amine	279310	CC1=CC=CN=C1Cl.COC1=CC=CC(CN)=C1>>COC1=CC=CC(CNC2=NC=CC=C2C)=C1	
50345873	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345873&database=RX&origin=ReaxysOutput&ln=	(1500 of 5000)	2	90	full reaction; has preparation	2-[(2,5-dichloro-4-pyridinyl)amino]-N-(methyloxy)benzamide; 5-methyl-4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-amine	2-((5-chloro-2-((5-methyl-4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-yl)amino)pyridine-4-yl)amino)-N-methoxybenzamide	282411	CONC(=O)C1=C(NC2=CC(Cl)=NC=C2Cl)C=CC=C1.CC1CCN2N=CC(N)=C2C1>>CONC(=O)C1=C(NC2=CC(NC3=C4CC(C)CCN4N=C3)=NC=C2Cl)C=CC=C1	
50345882	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345882&database=RX&origin=ReaxysOutput&ln=	(1501 of 5000)	2	90	full reaction; has preparation	4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-amine; 2-[[2-chloro-5-(trifluoromethyl)-4-pyridinyl]amino]-N-methoxybenzamide	N-methoxy-2-((2-((4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-yl)amino)-5-(trifluoromethyl)pyridin-4-yl)amino)benzamide	282411	NC1=C2CCCCN2N=C1.CONC(=O)C1=C(NC2=CC(Cl)=NC=C2C(F)(F)F)C=CC=C1>>CONC(=O)C1=C(NC2=CC(NC3=C4CCCCN4N=C3)=NC=C2C(F)(F)F)C=CC=C1	
50345897	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345897&database=RX&origin=ReaxysOutput&ln=	(1502 of 5000)	2	90	full reaction; has preparation	2-[(2,5-dichloro-4-pyridinyl)amino]-N-(methyloxy)benzamide; 5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-2-amine	2-({5-chloro-2-[(5,6-dihydro-4H-pyrrole[1,2-b]pyrazol-2-yl)amino]pyridin-4-yl}amino)-N-methoxybenzamide	282411	CONC(=O)C1=C(NC2=CC(Cl)=NC=C2Cl)C=CC=C1.NC1=NN2CCCC2=C1>>CONC(=O)C1=C(NC2=CC(NC3=NN4CCCC4=C3)=NC=C2Cl)C=CC=C1	
50345898	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345898&database=RX&origin=ReaxysOutput&ln=	(1503 of 5000)	2	90	full reaction; has preparation	2-[(2,5-dichloro-4-pyridinyl)amino]-N-(methyloxy)benzamide; 5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-3-amine	2-({5-chloro-2-[(5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-3-yl)amino]pyridin-4-yl}amino)-N-methoxybenzamide	282411	CONC(=O)C1=C(NC2=CC(Cl)=NC=C2Cl)C=CC=C1.NC1=C2CCCN2N=C1>>CONC(=O)C1=C(NC2=CC(NC3=C4CCCN4N=C3)=NC=C2Cl)C=CC=C1	
50345901	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345901&database=RX&origin=ReaxysOutput&ln=	(1504 of 5000)	2	90	full reaction; has preparation	2-[(2,5-dichloro-4-pyridinyl)amino]-N-(methyloxy)benzamide; 6,7-dihydro-4H-pyrazolo[5,1-c][1,4]oxazin-2-amine	2-({5-chloro-2-[(6,7-dihydro-4H-pyrazol[5,1-c][1,4]oxazin-2-yl)amino]pyridine-4-yl}amino)-N-methoxybenzamide	282411	CONC(=O)C1=C(NC2=CC(Cl)=NC=C2Cl)C=CC=C1.NC1=NN2CCOCC2=C1>>CONC(=O)C1=C(NC2=CC(NC3=NN4CCOCC4=C3)=NC=C2Cl)C=CC=C1	
50345947	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50345947&database=RX&origin=ReaxysOutput&ln=	(1505 of 5000)	2	90	full reaction; has preparation	8-((2,5-dichloropyridin-4-yl)amino)-2-methyl-3,4-dihydroisoquinolin-1(2H)-one; 4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-amine	8-((5-chloro-2-((4,5,6,7-tetrahydropyrazolo[1,5-a]pyridin-3-yl)amino)pyridin-4-yl)amino)-2-methyl-3,4-dihydroisoquinoline-1(2H)-one	282411	CN1CCC2=CC=CC(NC3=CC(Cl)=NC=C3Cl)=C2C1=O.NC1=C2CCCCN2N=C1>>CN1CCC2=C(C(NC3=CC(NC4=C5CCCCN5N=C4)=NC=C3Cl)=CC=C2)C1=O	
50348077	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50348077&database=RX&origin=ReaxysOutput&ln=	(1506 of 5000)	2	90	full reaction; has preparation	4-(1-piperidino)aniline; 1-((3R)-3-((6-chloro-1-(tetrahydro-2H-pyran-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino)pyrrolidin-1-yl)prop-2-en-1-one	1-((3R)-3-((6-((4(piperidin-1-yl) phenyl)amino)-1-(tetrahydro-2H-pyran-2-yl)-1H-pyrazole[3,4-d]pyrimidin-4-yl)amino)pyrrolidin-1-yl)prop-2-en-1-one	279273	NC1=CC=C(C=C1)N1CCCCC1.ClC1=NC2=C(C=NN2C2CCCCO2)C(N[C@@H]2CCN(C2)C(=O)C=C)=N1>>C=CC(=O)N1CC[C@H](C1)NC1=NC(NC2=CC=C(C=C2)N2CCCCC2)=NC2=C1C=NN2C1CCCCO1	
50382957	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50382957&database=RX&origin=ReaxysOutput&ln=	(1507 of 5000)	1	90	full reaction; has preparation	tert-butyl 3-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)pyrrolidine-1-carboxylate; 1-isopropyl-1H-pyrazolo[4,3-c]pyridin-6-amine	tert-butyl 3-(2-chloro-6-((1-isopropyl-1H-pyrazolo[4,3-c]pyridin-6-yl)amino)pyrimidin-4-yl)pyrrolidine-1-carboxylate	282419	CC(C)(C)OC(=O)N1CCC(C1)C1=NC(Cl)=NC(Cl)=C1.CC(C)N1N=CC2=CN=C(N)C=C12>>CC(C)N1N=CC2=C1C=C(NC1=CC(=NC(Cl)=N1)C1CCN(C1)C(=O)OC(C)(C)C)N=C2	
50936389	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50936389&database=RX&origin=ReaxysOutput&ln=	(1508 of 5000)	1	90	full reaction; has preparation	1-benzyl-4-(3-chloro-6-methyl)pyrimidinyl-furo[3,2-c] piperidine; aniline	4-(5-benzyl-4,5,6,7-tetrahydrofuro[3,2-c]pyridin-2-yl)-5-methyl-N-phenylpyrimidin-2-amine	279274	CC1=CN=C(Cl)N=C1C1=CC2=C(CCN(CC3=CC=CC=C3)C2)O1.NC1=CC=CC=C1>>CC1=C(N=C(NC2=CC=CC=C2)N=C1)C1=CC2=C(CCN(CC3=CC=CC=C3)C2)O1	
50936390	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D50936390&database=RX&origin=ReaxysOutput&ln=	(1509 of 5000)	1	90	full reaction; has preparation	1-benzyl-4-(3-chloro-6-methyl)pyrimidinyl-furo[3,2-c] piperidine; 4-fluoroaniline	4-(5-benzyl-4,5,6,7-tetrahydrofuro[3,2-c]pyridin-2-yl)-N-(4-fluorophenyl)-5-methylpyrimidin-2-amine	279274	CC1=CN=C(Cl)N=C1C1=CC2=C(CCN(CC3=CC=CC=C3)C2)O1.NC1=CC=C(F)C=C1>>CC1=C(N=C(NC2=CC=C(F)C=C2)N=C1)C1=CC2=C(CCN(CC3=CC=CC=C3)C2)O1	
51047788	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D51047788&database=RX&origin=ReaxysOutput&ln=	(1510 of 5000)	1	90	full reaction; has preparation	5-bromo-N4-methyl-2,4-diaminopyrimidine; tert-butyl 3-((5-bromo-2-cyanopyridin-3-yl)oxy)piperidine-1-carboxylate	N4-methyl-5-bromo-N2-(2-cyano-3-(N-tertbutyloxycarbonylpiperidin-3-yloxy)pyridin-5-yl)-2,4-diaminopyrimidine	285430	CNC1=C(Br)C=NC(N)=N1.CC(C)(C)OC(=O)N1CCCC(C1)OC1=C(N=CC(Br)=C1)C#N>>CNC1=C(Br)C=NC(NC2=CN=C(C#N)C(OC3CCCN(C3)C(=O)OC(C)(C)C)=C2)=N1	
51047806	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D51047806&database=RX&origin=ReaxysOutput&ln=	(1511 of 5000)	1	90	full reaction; has preparation	5-bromo-3-((1-methylpiperidin-4-yl)oxy)picolinonitrile; 5-(1-methyl-1H-pyrazol-4-yl)-N4-methyl-2,4-diaminopyrimidine	N4-methyl-5-(1-methyl-1H-pyrazol-4-yl)-N2-(2-cyano-3-(N-methylpiperidin-4-yloxy)pyridin-5-yl)-2,4-diaminopyrimidine	285430	CN1CCC(CC1)OC1=CC(Br)=CN=C1C#N.CNC1=C(C=NC(N)=N1)C1=CN(C)N=C1>>CNC1=C(C=NC(NC2=CN=C(C#N)C(OC3CCN(C)CC3)=C2)=N1)C1=CN(C)N=C1	
51047811	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D51047811&database=RX&origin=ReaxysOutput&ln=	(1512 of 5000)	1	90	full reaction; has preparation	(S)-5-bromo-3-((1-(dimethylamino)propan-2-yl)oxy)picolinonitrile; 5-(1-methyl-1H-pyrazol-4-yl)-N4-methyl-2,4-diaminopyrimidine	(S)-N4-methyl-5-(1-methyl-1H-pyrazol-4-yl)-N2-(2-cyano-3-(1-(dimethylamino)prop-2-yloxy)pyridin-5-yl)-2,4-diaminopyrimidine	285430	C[C@@H](CN(C)C)OC1=CC(Br)=CN=C1C#N.CNC1=C(C=NC(N)=N1)C1=CN(C)N=C1>>CNC1=C(C=NC(NC2=CN=C(C#N)C(O[C@@H](C)CN(C)C)=C2)=N1)C1=CN(C)N=C1	
