Reaction ID	Reaction: Links to Reaxys	Data Count	Number of Reaction Details	Reaction Rank	Record Type	Reactant	Product	Bin	Reaction	
31391928	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391928&database=RX&origin=ReaxysOutput&ln=	(670 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; C15H22ClNO	{2-[4-(3-chlorophenyl)-2,2-dimethyltetrahydropyran-4-yl]ethyl}(3-methoxyphenyl)amine	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC(Cl)=C1>>COC1=CC(NCCC2(CCOC(C)(C)C2)C2=CC=CC(Cl)=C2)=CC=C1	
31391929	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391929&database=RX&origin=ReaxysOutput&ln=	(671 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; 2-(4-(4-fluorophenyl)-2,2-dimethyltetrahydro-2H-pyran-4-yl)ethanamine	{2-[4-(4-fluorophenyl)-2,2-dimethyltetrahydropyran-4-yl]ethyl}-(3-methoxyphenyl)amine	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CCO1)C1=CC=C(F)C=C1>>COC1=CC(NCCC2(CCOC(C)(C)C2)C2=CC=C(F)C=C2)=CC=C1	
31391930	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391930&database=RX&origin=ReaxysOutput&ln=	(672 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; 2-(4-(3-fluorophenyl)-2,2-dimethyltetrahydro-2H-pyran-4-yl)ethanamine	{2-[4-(3-fluorophenyl)-2,2-dimethyltetrahydropyran-4-yl]ethyl}(3-methoxyphenyl)amine	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC(F)=C1>>COC1=CC(NCCC2(CCOC(C)(C)C2)C2=CC=CC(F)=C2)=CC=C1	
31391931	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391931&database=RX&origin=ReaxysOutput&ln=	(673 of 2869)	1	67	full reaction; has preparation	1-bromo-3-chlorobenzene; C13H21NOS	(3-chlorophenyl)[2-(2,2-dimethyl-4-thiophen-2-yltetrahydropyran-4-yl)ethyl]amine	278806	ClC1=CC=CC(Br)=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CS1>>CC1(C)CC(CCNC2=CC=CC(Cl)=C2)(CCO1)C1=CC=CS1	
31391932	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391932&database=RX&origin=ReaxysOutput&ln=	(674 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; C13H21NOS	[2-(2,2-dimethyl-4-thiophen-2-yltetrahydropyran-4-yl)ethyl](3-methoxyphenyl)amine	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CS1>>COC1=CC(NCCC2(CCOC(C)(C)C2)C2=CC=CS2)=CC=C1	
31391950	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391950&database=RX&origin=ReaxysOutput&ln=	(675 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; 2-(2,2,6,6-tetramethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	3-methoxy-N-[2-(2,2,6,6-tetramethyl-4-phenyltetrahydropyran-4-yl)ethyl]aniline	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CC(C)(C)O1)C1=CC=CC=C1>>COC1=CC(NCCC2(CC(C)(C)OC(C)(C)C2)C2=CC=CC=C2)=CC=C1	
31391951	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391951&database=RX&origin=ReaxysOutput&ln=	(676 of 2869)	1	67	full reaction; has preparation	1-bromo-3-chlorobenzene; 2-(2,2,6,6-tetramethyl-4-phenyltetrahydrothiopyran-4-yl)ethylamine	3-chloro-N-[2-(2,2,6,6-tetramethyl-4-phenyltetrahydrothiopyran-4-yl)ethyl]aniline	278806	ClC1=CC=CC(Br)=C1.CC1(C)CC(CCN)(CC(C)(C)S1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=CC(Cl)=C2)(CC(C)(C)S1)C1=CC=CC=C1	
31391952	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391952&database=RX&origin=ReaxysOutput&ln=	(677 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; 2-(2,2,6,6-tetramethyl-4-phenyltetrahydrothiopyran-4-yl)ethylamine	3-methoxy-N-[2-(2,2,6,6-tetramethyl-4-phenyltetrahydrothiopyran-4-yl)ethyl]aniline	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CC(C)(C)S1)C1=CC=CC=C1>>COC1=CC(NCCC2(CC(C)(C)SC(C)(C)C2)C2=CC=CC=C2)=CC=C1	
31391953	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391953&database=RX&origin=ReaxysOutput&ln=	(678 of 2869)	1	67	full reaction; has preparation	1-bromo-3-chlorobenzene; 2-(2,2,6,6-tetramethyl-4-phenylpiperidin-4-yl)ethylamine	3-chloro-N-[2-(2,2,6,6-tetramethyl-4-phenyl-4-piperidyl)ethyl]aniline	278806	ClC1=CC=CC(Br)=C1.CC1(C)CC(CCN)(CC(C)(C)N1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=CC(Cl)=C2)(CC(C)(C)N1)C1=CC=CC=C1	
31391954	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391954&database=RX&origin=ReaxysOutput&ln=	(679 of 2869)	1	67	full reaction; has preparation	3-methoxyphenyl bromide; 2-(2,2,6,6-tetramethyl-4-phenylpiperidin-4-yl)ethylamine	3-methoxy-N-[2-(2,2,6,6-tetramethyl-4-phenyl-4-piperidyl)ethyl]aniline	278806	COC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CC(C)(C)N1)C1=CC=CC=C1>>COC1=CC(NCCC2(CC(C)(C)NC(C)(C)C2)C2=CC=CC=C2)=CC=C1	
31391955	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391955&database=RX&origin=ReaxysOutput&ln=	(680 of 2869)	1	67	full reaction; has preparation	3-fluorobromobenzene; 2-(2,2,6,6-tetramethyl-4-phenylpiperidin-4-yl)ethylamine	3-fluoro-N-[2-(2,2,6,6-tetramethyl-4-phenyl-4-piperidyl)ethyl]aniline	278806	FC1=CC(Br)=CC=C1.CC1(C)CC(CCN)(CC(C)(C)N1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=CC(F)=C2)(CC(C)(C)N1)C1=CC=CC=C1	
31391956	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31391956&database=RX&origin=ReaxysOutput&ln=	(681 of 2869)	1	67	full reaction; has preparation	2-(2,2,6,6-tetramethyl-4-phenylpiperidin-4-yl)ethylamine; 4-bromo-2-chlorotoluene	3-chloro-4-methyl-N-[2-(2,2,6,6-tetramethyl-4-phenyl-4-piperidyl)ethyl]aniline	278806	CC1(C)CC(CCN)(CC(C)(C)N1)C1=CC=CC=C1.CC1=C(Cl)C=C(Br)C=C1>>CC1=CC=C(NCCC2(CC(C)(C)NC(C)(C)C2)C2=CC=CC=C2)C=C1Cl	
31392077	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392077&database=RX&origin=ReaxysOutput&ln=	(682 of 2869)	1	67	full reaction; has preparation	2-bromo-4-chloro-1-fluorobenzene; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	(5-chloro-2-fluorophenyl)-[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl]amine	278781	FC1=C(Br)C=C(Cl)C=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC(Cl)=CC=C2F)(CCO1)C1=CC=CC=C1	
31392079	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392079&database=RX&origin=ReaxysOutput&ln=	(683 of 2869)	1	67	full reaction; has preparation	3-Bromophenol; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	3-[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethylamino]phenol	278806	OC1=CC=CC(Br)=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=CC(O)=C2)(CCO1)C1=CC=CC=C1	
31392093	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392093&database=RX&origin=ReaxysOutput&ln=	(684 of 2869)	1	67	full reaction; has preparation	m-bromobenzoic acid; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	3-[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethylamino]benzoic acid	278807	OC(=O)C1=CC=CC(Br)=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC(=CC=C2)C(O)=O)(CCO1)C1=CC=CC=C1	
31392097	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392097&database=RX&origin=ReaxysOutput&ln=	(685 of 2869)	1	67	full reaction; has preparation	2-chloro-5-bromofluorobenzene; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	(4-chloro-3-fluorophenyl)[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl]amine	278806	FC1=C(Cl)C=CC(Br)=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=C(Cl)C(F)=C2)(CCO1)C1=CC=CC=C1	
31392098	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392098&database=RX&origin=ReaxysOutput&ln=	(686 of 2869)	1	67	full reaction; has preparation	1-bromo-3-chloro-4-fluorobenzene; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	(3-chloro-4-fluorophenyl)[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl]amine	278806	FC1=C(Cl)C=C(Br)C=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1(C)CC(CCNC2=CC=C(F)C(Cl)=C2)(CCO1)C1=CC=CC=C1	
31392099	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392099&database=RX&origin=ReaxysOutput&ln=	(687 of 2869)	1	67	full reaction; has preparation	4-bromo-3-fluorotoluene; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl](2-fluoro-4-methylphenyl)amine	278789	CC1=CC(F)=C(Br)C=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>CC1=CC=C(NCCC2(CCOC(C)(C)C2)C2=CC=CC=C2)C(F)=C1	
31392111	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392111&database=RX&origin=ReaxysOutput&ln=	(688 of 2869)	1	67	full reaction; has preparation	3-fluoro-4-methoxyphenyl bromide; 2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine	[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl](3-fluoro-4-methoxyphenyl)amine	278806	COC1=C(F)C=C(Br)C=C1.CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1>>COC1=CC=C(NCCC2(CCOC(C)(C)C2)C2=CC=CC=C2)C=C1F	
31392313	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31392313&database=RX&origin=ReaxysOutput&ln=	(689 of 2869)	1	67	full reaction; has preparation	2-(2,2-dimethyl-4-phenyltetrahydro-2H-pyran-4-yl)ethanamine; 5-bromo-1,3-difluoro-2-methoxy-benzene	(3,5-difluoro-4-methoxyphenyl)[2-(2,2-dimethyl-4-phenyltetrahydropyran-4-yl)ethyl]amine	278805	CC1(C)CC(CCN)(CCO1)C1=CC=CC=C1.COC1=C(F)C=C(Br)C=C1F>>COC1=C(F)C=C(NCCC2(CCOC(C)(C)C2)C2=CC=CC=C2)C=C1F	
31449701	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31449701&database=RX&origin=ReaxysOutput&ln=	(690 of 2869)	1	67	full reaction; has preparation	iso-butyl 2-bromobenzenesulfonate; C26H24N2	C36H36N2O3S	278771	CC(C)COS(=O)(=O)C1=CC=CC=C1Br.N[C@H]([C@@H](NC1=C(C=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1>>CC(C)COS(=O)(=O)C1=C(N[C@H]([C@@H](NC2=CC=CC=C2C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1	
31449703	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31449703&database=RX&origin=ReaxysOutput&ln=	(691 of 2869)	1	67	full reaction; has preparation	iso-butyl 2-bromobenzenesulfonate; C27H26N2	C37H38N2O3S	278771	CC(C)COS(=O)(=O)C1=CC=CC=C1Br.CC1=CC=CC(=C1N[C@H]([C@@H](N)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1>>CC(C)COS(=O)(=O)C1=C(N[C@H]([C@@H](NC2=C(C)C=CC=C2C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1	
31449705	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31449705&database=RX&origin=ReaxysOutput&ln=	(692 of 2869)	1	67	full reaction; has preparation	iso-butyl 2-bromobenzenesulfonate; C30H32N2	C40H44N2O3S	278771	CC(C)COS(=O)(=O)C1=CC=CC=C1Br.CC(C)(C)C1=CC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=C(C=C1)C1=CC=CC=C1>>CC(C)COS(=O)(=O)C1=C(N[C@H]([C@@H](NC2=CC(=CC=C2C2=CC=CC=C2)C(C)(C)C)C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1	
31453284	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453284&database=RX&origin=ReaxysOutput&ln=	(693 of 2869)	1	67	full reaction; has preparation	C22H22ClN5O; 4-Aminobenzonitrile	C29H27N7O	279273	COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(C)C=C4C)N=C(Cl)N=C23)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C2N=C(NC2=CC=C(C=C2)C#N)N=C3NC2=C(C)C=C(C)C=C2C)C=C1	
31453286	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453286&database=RX&origin=ReaxysOutput&ln=	(694 of 2869)	1	67	full reaction; has preparation	C25H28ClN5O; 4-Aminobenzonitrile	C32H33N7O	279273	COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(C=C4C)C(C)(C)C)N=C(Cl)N=C23)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C2N=C(NC2=CC=C(C=C2)C#N)N=C3NC2=C(C)C=C(C=C2C)C(C)(C)C)C=C1	
31453288	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453288&database=RX&origin=ReaxysOutput&ln=	(695 of 2869)	1	67	full reaction; has preparation	C22H22ClN5O2; 4-Aminobenzonitrile	C29H27N7O2	279273	COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(OC)C=C4C)N=C(Cl)N=C23)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(OC)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31453290	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453290&database=RX&origin=ReaxysOutput&ln=	(696 of 2869)	1	67	full reaction; has preparation	C23H24ClN5O2; 4-Aminobenzonitrile	C30H29N7O2	279273	CCOC1=CC(C)=C(NC2=NC(Cl)=NC3=C2N(CC2=CC=C(OC)C=C2)C=N3)C(C)=C1.NC1=CC=C(C=C1)C#N>>CCOC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC3=C2N(CC2=CC=C(OC)C=C2)C=N3)C(C)=C1	
31453292	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453292&database=RX&origin=ReaxysOutput&ln=	(697 of 2869)	1	67	full reaction; has preparation	C23H21ClN6O2; 4-Aminobenzonitrile	C30H26N8O2	279273	COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(OCC#N)C=C4C)N=C(Cl)N=C23)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(OCC#N)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31453294	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453294&database=RX&origin=ReaxysOutput&ln=	(698 of 2869)	1	67	full reaction; has preparation	C24H23ClN6O; 4-Aminobenzonitrile	C31H28N8O	279273	COC1=CC=C(CN2C=NC3=C2N=C(Cl)N=C3NC2=C(C)C=C(CCC#N)C=C2C)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C2N=C(NC2=CC=C(C=C2)C#N)N=C3NC2=C(C)C=C(CCC#N)C=C2C)C=C1	
31453296	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453296&database=RX&origin=ReaxysOutput&ln=	(699 of 2869)	1	67	full reaction; has preparation	C22H22ClN5O4; 4-Aminobenzonitrile	C29H27N7O4	279273	COC1=CC=C(CN2C=NC3=C(NC4=C(OC)C=C(OC)C=C4OC)N=C(Cl)N=C23)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C2N=C(NC2=CC=C(C=C2)C#N)N=C3NC2=C(OC)C=C(OC)C=C2OC)C=C1	
31453299	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453299&database=RX&origin=ReaxysOutput&ln=	(700 of 2869)	1	67	full reaction; has preparation	C24H18ClF3N6O2; 4-Aminobenzonitrile	C29H24N8O	105812	COC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C(=O)C(F)(F)F)C2=C(C)C=C(C=C2C)C#N)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C2N=C(NC2=CC=C(C=C2)C#N)N=C3NC2=C(C)C=C(C=C2C)C#N)C=C1	
31453302	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453302&database=RX&origin=ReaxysOutput&ln=	(701 of 2869)	1	67	full reaction; has preparation	C26H20ClF3N6O2; 4-Aminobenzonitrile	C31H26N8O	105812	COC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C(=O)C(F)(F)F)C2=C(C)C=C(C=CC#N)C=C2C)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(C=CC#N)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31453305	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453305&database=RX&origin=ReaxysOutput&ln=	(702 of 2869)	1	67	full reaction; has preparation	C30H28ClF3N6O4; 4-Aminobenzonitrile	C35H34N8O3	105812	COC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C(=O)C(F)(F)F)C2=C(C)C=C(C=CC(=O)N3CCOCC3)C=C2C)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(C)C=C(C=CC(=O)N5CCOCC5)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31453308	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453308&database=RX&origin=ReaxysOutput&ln=	(703 of 2869)	1	67	full reaction; has preparation	C26H20ClF3N6O3; 4-Aminobenzonitrile	C31H26N8O2	105812	COC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C(=O)C(F)(F)F)C2=C(OC)C=C(C=CC#N)C=C2C)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(OC)C=C(C=CC#N)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31453311	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31453311&database=RX&origin=ReaxysOutput&ln=	(704 of 2869)	1	67	full reaction; has preparation	C25H17Cl2F3N6O2; 4-Aminobenzonitrile	C30H23ClN8O	105812	COC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C(=O)C(F)(F)F)C2=C(Cl)C=C(C=CC#N)C=C2C)C=C1.NC1=CC=C(C=C1)C#N>>COC1=CC=C(CN2C=NC3=C(NC4=C(Cl)C=C(C=CC#N)C=C4C)N=C(NC4=CC=C(C=C4)C#N)N=C23)C=C1	
31948084	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31948084&database=RX&origin=ReaxysOutput&ln=	(705 of 2869)	1	67	full reaction; has preparation	1,7-dichloro-5H-pyrido[4,3-b]indole-4-carbonitrile; (S)-1-cyclopropyl-2,2,2-trifluoroethan-1-amine hydrochloride	C17H12ClF3N4	279298	ClC1=CC2=C(C=C1)C1=C(N2)C(=CN=C1Cl)C#N.Cl.N[C@@H](C1CC1)C(F)(F)F>>FC(F)(F)[C@@H](NC1=C2C(NC3=CC(Cl)=CC=C23)=C(C=N1)C#N)C1CC1	
31948096	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31948096&database=RX&origin=ReaxysOutput&ln=	(706 of 2869)	1	67	full reaction; has preparation	1,7-dichloro-5H-pyrido[4,3-b]indole-4-carbonitrile; (1R)-1-cyclobutyl-2,2,2-trifluoroethanamine hydrochloride	7-chloro-1-{[(1R)-1-cyclobutyl-2,2,2-trifluoroethyl]amino}-5H-pyrido[4, 3-b]indole-4-carbonitrile	279298	ClC1=CC2=C(C=C1)C1=C(N2)C(=CN=C1Cl)C#N.Cl.N[C@H](C1CCC1)C(F)(F)F>>FC(F)(F)[C@H](NC1=C2C(NC3=CC(Cl)=CC=C23)=C(C=N1)C#N)C1CCC1	
31948448	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31948448&database=RX&origin=ReaxysOutput&ln=	(707 of 2869)	1	67	full reaction; has preparation	1,7-dichloro-5H-pyrido[4,3-b]indole-4-carbonitrile; (R)-1-cyclopropyl-2,2,2-trifluoroethan-1-amine hydrochloride	7-chloro-1-{[(2R)-1,1,1-trifluoro-3-methylbutan-2-yl]amino}-5H-pyrido[4,3b]indole-4-carbonitrile	106848	ClC1=CC2=C(C=C1)C1=C(N2)C(=CN=C1Cl)C#N.Cl.N[C@H](C1CC1)C(F)(F)F>>CC(C)[C@@H](NC1=C2C(NC3=CC(Cl)=CC=C23)=C(C=N1)C#N)C(F)(F)F	
32186091	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32186091&database=RX&origin=ReaxysOutput&ln=	(708 of 2869)	1	67	full reaction; has preparation	2,3,5-trichloropyridine; anthranilic acid nitrile	2-[(2,5-dichloro-4-pyridinyl)amino]benzonitrile	285418	ClC1=NC=C(Cl)C(Cl)=C1.NC1=C(C=CC=C1)C#N>>ClC1=CC(NC2=C(C=CC=C2)C#N)=C(Cl)C=N1	
32186096	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32186096&database=RX&origin=ReaxysOutput&ln=	(709 of 2869)	1	67	full reaction; has preparation	2,4-dichloro-5-fluoropyridine; anthranilic acid nitrile	C12H7ClFN3	285418	FC1=C(Cl)C=C(Cl)N=C1.NC1=C(C=CC=C1)C#N>>FC1=C(NC2=C(C=CC=C2)C#N)C=C(Cl)N=C1	
32186131	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32186131&database=RX&origin=ReaxysOutput&ln=	(710 of 2869)	1	67	full reaction; has preparation	2,4-dichloro-5-(trifluoromethyl)pyridine; anthranilic acid nitrile	C13H7ClF3N3	285424	FC(F)(F)C1=CN=C(Cl)C=C1Cl.NC1=C(C=CC=C1)C#N>>FC(F)(F)C1=C(NC2=C(C=CC=C2)C#N)C=C(Cl)N=C1	
32264269	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32264269&database=RX&origin=ReaxysOutput&ln=	(711 of 2869)	1	67	full reaction; has preparation	2-((2-chloro-5-(trifluoromethyl)pyrimidin-4-yl)amino)-N,N-dimethylbenzamide; 4-[(4-methyl-1-piperazinyl)methyl]aniline	N,N-dimethyl-2-((2-((4-((4-methylpiperazin-1-yl)methyl)phenyl)amino)-5-(trifluoromethyl)pyrimidin-4-yl)amino)benzamide	279274	CN(C)C(=O)C1=C(NC2=C(C=NC(Cl)=N2)C(F)(F)F)C=CC=C1.CN1CCN(CC2=CC=C(N)C=C2)CC1>>CN(C)C(=O)C1=C(NC2=C(C=NC(NC3=CC=C(CN4CCN(C)CC4)C=C3)=N2)C(F)(F)F)C=CC=C1	
32380902	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32380902&database=RX&origin=ReaxysOutput&ln=	(712 of 2869)	1	67	full reaction; has preparation	pyridin-3-ylamine; 4,6-dichloropyrimidine	6-chloro-N-(pyridin-3-yl)pyrimidin-4-amine	282418	NC1=CC=CN=C1.ClC1=CC(Cl)=NC=N1>>ClC1=CC(NC2=CC=CN=C2)=NC=N1	
32380903	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32380903&database=RX&origin=ReaxysOutput&ln=	(713 of 2869)	1	67	full reaction; has preparation	3-chloroisoquinoline; C16H23N5O3	C25H28N6O3	282411	ClC1=CC2=CC=CC=C2C=N1.CC(C)(C)OC(=O)N1CCC(COC2=NC(N)=CN=C2C#N)CC1>>CC(C)(C)OC(=O)N1CCC(COC2=NC(NC3=NC=C4C=CC=CC4=C3)=CN=C2C#N)CC1	
32380904	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32380904&database=RX&origin=ReaxysOutput&ln=	(714 of 2869)	1	67	full reaction; has preparation	3-chloroisoquinoline; C15H21N5O3	C24H26N6O3	282411	ClC1=CC2=CC=CC=C2C=N1.CC(C)(C)OC(=O)N1CCCC(C1)OC1=NC(N)=CN=C1C#N>>CC(C)(C)OC(=O)N1CCCC(C1)OC1=C(N=CC(NC2=CC3=C(C=CC=C3)C=N2)=N1)C#N	
32381011	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32381011&database=RX&origin=ReaxysOutput&ln=	(715 of 2869)	1	67	full reaction; has preparation	tert-butyl 4-((6-bromo-1H-imidazo[4,5-c]pyridin-1-yl)methyl)piperidine-1-carboxylate; 2-amino-5-cyanopyrazine	C22H26N8O2	282411	CC(C)(C)OC(=O)N1CCC(CN2C=NC3=C2C=C(Br)N=C3)CC1.NC1=NC=C(N=C1)C#N>>CC(C)(C)OC(=O)N1CCC(CN2C=NC3=CN=C(NC4=NC=C(N=C4)C#N)C=C23)CC1	
